字	繁體 （一鍵轉換）	原拼音	（轉寫注釋）	(潮羅轉寫)	IPA	音義辨析	例	《康熙字典》等典籍摘錄	《廣韻》字音		說明：        字表來源《雷州音字典》，Kiattan轉寫，音值描述主要參考了張振興、蔡葉青《雷州方言詞典》、陳雲龍《粵西閩語音變研究》。        雷州話的聲調系統實際為：①陰平與陽去白讀合併，此處記為第1調；②舒化的陽入轄字併入陽上調，同時陽去文讀也讀為陽上調，此處記為第6調；③帶塞音尾的陽入字不舒化，調值基本與陽平相同，此處記為第8調；④陰入調舒化与否时值不同但调型类似，同时部分“新文讀”的字會讀如本調，此處简略記為第4調；⑤陽平記為第5調、陰上記為第2調；陰去記為第3調。 陰平 24 豬尊娘腐樹飯味餓 陽平 22 陳平仁龍農文雲黃 陰上 41 好手粉我米猛尾 陽上 33 腐倍坐戶雨事食白 陰去 21 抗唱漢世去告鏡柄   陰入 54 急竹權餓遞事誤接割 陽入 2 局雜合俗服涉疊十					
鳧	鳧	hu1	hu陽平陽入（帶尾）	hu5	hu˨˨	鳧##[hu1]			防無切——並母，虞韻 合 三等，平聲。							
孚	孚	hu2	hu陰平陽去（白）	hu1	hu˨˦	孚##[hu2]			芳無切——滂母，虞韻 合 三等，平聲。							
扶	扶	peu1	peu陽平陽入（帶尾）	pheu5	pʰɛu˨˨	扶##[peu1][Hu1] <雷>用手把東西抬高。			防無切——並母，虞韻 合 三等，平聲。							
扶	扶	hu1	hu陽平陽入（帶尾）	hu5	hu˨˨	扶##[peu1][Hu1] <雷>用手把東西抬高。			防無切——並母，虞韻 合 三等，平聲。							
芙	芙	hu1	hu陽平陽入（帶尾）	hu5	hu˨˨	芙##[hu1]			防無切——並母，虞韻 合 三等，平聲。							
芾	芾	hui3	hui陰去	hui3	hui˨˩	芾##①[hui3] 蔽芾，形容樹榦及樹葉細小。##②[hug5] 形容草木茂盛。同“黻”。			①：方味切——幫母，未韻 合 三等，去聲。##②：分勿切——幫母，物韻 合 三等，入聲。							
芾	芾	hug5	hug陰入	huk4	huk˥˦	芾##①[hui3] 蔽芾，形容樹榦及樹葉細小。##②[hug5] 形容草木茂盛。同“黻”。			①：方味切——幫母，未韻 合 三等，去聲。##②：分勿切——幫母，物韻 合 三等，入聲。							
怫	怫	bug1	bug陽平陽入（帶尾）	puk8	puk˨	怫##[bug1]			符弗切——並母，物韻 合 三等，入聲。							
拂	拂	vieg5	vieg陰入	biek4	biek˥˦	拂##①[vieg5] 撣拭。違背。##②[bieg1] 古同“弼”。		②：《集韻》《韻會》《正韻》薄密切。與弼同。輔也。	①：敷勿切——滂母，物韻 合 三等，入聲。							
拂	拂	bieg1	bieg陽平陽入（帶尾）	piek8	piek˨	拂##①[vieg5] 撣拭。違背。##②[bieg1] 古同“弼”。		②：《集韻》《韻會》《正韻》薄密切。與弼同。輔也。	①：敷勿切——滂母，物韻 合 三等，入聲。							
服	服	hog1	hog陽平陽入（帶尾）	hok8	hok˨	服##[hog1]			房六切——並母，屋韻 開 三等，入聲。							
紱	紱	bug5	bug陰入	puk4	puk˥˦	紱##[bug5]			分勿切——幫母，物韻 合 三等，入聲。							
紼	紼	bug5	bug陰入	puk4	puk˥˦	紼##[bug5]			分勿切——幫母，物韻 合 三等，入聲。							
苻	苻	hu1	hu陽平陽入（帶尾）	hu5	hu˨˨	苻##[hu1]			防無切——並母，虞韻 合 三等，平聲。							
俘	俘	hu2	hu陰平陽去（白）	hu1	hu˨˦	俘##[hu2]			芳無切——滂母，虞韻 合 三等，平聲。							
氟	氟	vieg5	vieg陰入	biek4	biek˥˦	氟##[vieg5]										
祓	祓	pui5	pui陰入	phui4	pʰui˥˦	祓##[pui5]			敷勿切——滂母，物韻 合 三等，入聲。[pug5]#方肺切——幫母，廢韻 合 三等，去聲。[bui3]							
罘	罘	pu1	pu陽平陽入（帶尾）	phu5	pʰu˨˨	罘##[pu1]			縛謀切——並母，尤韻 開 三等，平聲。							
茯	茯	hog1	hog陽平陽入（帶尾）	hok8	hok˨	茯##[hog1]			房六切——並母，屋韻 開 三等，入聲。							
浮	浮	pu1	pu陽平陽入（帶尾）	phu5	pʰu˨˨	浮##[pu1][Veu1]			縛謀切——並母，尤韻 開 三等，平聲。							
浮	浮	veu1	veu陽平陽入（帶尾）	beu5	bɛu˨˨	浮##[pu1][Veu1]			縛謀切——並母，尤韻 開 三等，平聲。							
莩	莩	hu2	hu陰平陽去（白）	hu1	hu˨˦	莩##①[hu2] 蘆葦稈子裡面的薄膜。##②[bio6] 同“殍”。			①：芳無切——滂母，虞韻 合 三等，平聲。##②：平表切——並母，小B韻 開 三等，上聲。							
莩	莩	bio6	bio陽上陽去（文）陽入（無尾）	pio6	piɔ˧˧	莩##①[hu2] 蘆葦稈子裡面的薄膜。##②[bio6] 同“殍”。			①：芳無切——滂母，虞韻 合 三等，平聲。##②：平表切——並母，小B韻 開 三等，上聲。							
蚨	蚨	hu1	hu陽平陽入（帶尾）	hu5	hu˨˨	蚨##[hu1]			防無切——並母，虞韻 合 三等，平聲。							
匐	匐	pog1	pog陽平陽入（帶尾）	phok8	pʰok˨	匐##[pog1][pieg1] <雷>敷貼。<雷>貼靠，挨著。			房六切——並母，屋韻 開 三等，入聲。#蒲北切——並母，德韻 開 一等，入聲。							
匐	匐	pieg1	pieg陽平陽入（帶尾）	phiek8	pʰiek˨	匐##[pog1][pieg1] <雷>敷貼。<雷>貼靠，挨著。			房六切——並母，屋韻 開 三等，入聲。#蒲北切——並母，德韻 開 一等，入聲。							
桴	桴	pu1	pu陽平陽入（帶尾）	phu5	pʰu˨˨	桴##[pu1]			縛謀切——並母，尤韻 開 三等，平聲。							
涪	涪	pu1	pu陽平陽入（帶尾）	phu5	pʰu˨˨	涪##[pu1]			縛謀切——並母，尤韻 開 三等，平聲。							
符	符	beu1	beu陽平陽入（帶尾）	peu5	pɛu˨˨	符##[beu1][Hu1]			防無切——並母，虞韻 合 三等，平聲。							
符	符	hu1	hu陽平陽入（帶尾）	hu5	hu˨˨	符##[beu1][Hu1]			防無切——並母，虞韻 合 三等，平聲。							
艴	艴	vieg5	vieg陰入	biek4	biek˥˦	艴##[vieg5]			敷勿切——滂母，物韻 合 三等，入聲。							
菔	菔	hog1	hog陽平陽入（帶尾）	hok8	hok˨	菔##[hog1]			房六切——並母，屋韻 開 三等，入聲。#蒲北切——並母，德韻 開 一等，入聲。[bag1]							
袱	袱	hog1	hog陽平陽入（帶尾）	hok8	hok˨	袱##[hog1]		《字彙》房六切。								
幅	幅	bag5	bag陰入	pak4	pak˥˦	幅##[bag5][Hog5]			方六切——幫母，屋韻 開 三等，入聲。							
幅	幅	hog5	hog陰入	hok4	hok˥˦	幅##[bag5][Hog5]			方六切——幫母，屋韻 開 三等，入聲。							
福	福	hog5	hog陰入	hok4	hok˥˦	福##[hog5]			方六切——幫母，屋韻 開 三等，入聲。							
蜉	蜉	pu1	pu陽平陽入（帶尾）	phu5	pʰu˨˨	蜉##[pu1]			縛謀切——並母，尤韻 開 三等，平聲。							
輻	輻	bag5	bag陰入	pak4	pak˥˦	輻##[bag5][Hog5]			方六切——幫母，屋韻 開 三等，入聲。							
輻	輻	hog5	hog陰入	hok4	hok˥˦	輻##[bag5][Hog5]			方六切——幫母，屋韻 開 三等，入聲。							
複	複	hog5	hog陰入	hok4	hok˥˦	複（簡體作“複”）##[hog5] 重複。繁多，不單一的。			方六切——幫母，屋韻 開 三等，入聲。							
蝠	蝠	hog5	hog陰入	hok4	hok˥˦	蝠##[hog5]			方六切——幫母，屋韻 開 三等，入聲。							
黻	黻	bug5	bug陰入	puk4	puk˥˦	黻##[bug5]			分勿切——幫母，物韻 合 三等，入聲。							
嘸	嘸	vu4	vu陰上	bu2	bu˦˩	嘸##[vu4]		《集韻》斐父切。								
撫	撫	vu4	vu陰上	bu2	bu˦˩	撫##[vu4]			芳武切——滂母，麌韻 合 三等，上聲。							
甫	甫	pu4	pu陰上	phu2	pʰu˦˩	甫##[pu4]			方矩切——幫母，麌韻 合 三等，上聲。[bu4][hu4]							
府	府	hu4	hu陰上	hu2	hu˦˩	府##[hu4]			方矩切——幫母，麌韻 合 三等，上聲。							
拊	拊	hu4	hu陰上	hu2	hu˦˩	拊##[hu4]			芳武切——滂母，麌韻 合 三等，上聲。							
斧	斧	beu4	beu陰上	peu2	pɛu˦˩	斧##[beu4]			方矩切——幫母，麌韻 合 三等，上聲。							
俯	俯	hu4	hu陰上	hu2	hu˦˩	俯##[hu4]			方矩切——幫母，麌韻 合 三等，上聲。							
釜	釜	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	釜##[hu6]			扶雨切——並母，麌韻 合 三等，上聲。							
脯	脯	beu4	beu陰上	peu2	pɛu˦˩	脯##①[beu4] 肉乾。蜜餞果乾。<雷>瓜、果、蔬的肉製成的脫水食品，如醃制的瓜、乾制的蘿蔔等。##②[beu1] 胸部。	①：【菜[cai4]脯】蘿蔔乾。##②：【奶[ni1]脯】胸脯。		①：方矩切——幫母，麌韻 合 三等，上聲。							
脯	脯	beu1	beu陽平陽入（帶尾）	peu5	pɛu˨˨	脯##①[beu4] 肉乾。蜜餞果乾。<雷>瓜、果、蔬的肉製成的脫水食品，如醃制的瓜、乾制的蘿蔔等。##②[beu1] 胸部。	①：【菜[cai4]脯】蘿蔔乾。##②：【奶[ni1]脯】胸脯。		①：方矩切——幫母，麌韻 合 三等，上聲。							
輔	輔	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	輔##[hu6]			扶雨切——並母，麌韻 合 三等，上聲。							
腑	腑	hu4	hu陰上	hu2	hu˦˩	腑##[hu4]			方矩切——幫母，麌韻 合 三等，上聲。							
滏	滏	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	滏##[hu6]			扶雨切——並母，麌韻 合 三等，上聲。							
腐	腐	hu2	hu陰平陽去（白）	hu1	hu˨˦	腐##[hu2]			扶雨切——並母，麌韻 合 三等，上聲。[hu6]							
黼	黼	hu4	hu陰上	hu2	hu˦˩	黼##[hu4]			方矩切——幫母，麌韻 合 三等，上聲。							
父	父	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	父##①[hu6][BE6（爸）] 父親。稱男性長輩。##②[pu4] 尊稱老年人。同“甫”，對男子的美稱。			①：扶雨切——並母，麌韻 合 三等，上聲。##②：方矩切——幫母，麌韻 合 三等，上聲。[bu4][hu4]							
父	父	pu4	pu陰上	phu2	pʰu˦˩	父##①[hu6][BE6（爸）] 父親。稱男性長輩。##②[pu4] 尊稱老年人。同“甫”，對男子的美稱。			①：扶雨切——並母，麌韻 合 三等，上聲。##②：方矩切——幫母，麌韻 合 三等，上聲。[bu4][hu4]							
訃	訃	hu3	hu陰去	hu3	hu˨˩	訃##[hu3]			芳遇切——滂母，遇韻 合 三等，去聲。							
付	付	hu3	hu陰去	hu3	hu˨˩	付##[hu3]			方遇切——幫母，遇韻 合 三等，去聲。							
婦	婦	bu6	bu陽上陽去（文）陽入（無尾）	pu6	pu˧˧	婦##[bu6][Hu6]	【新[Sem2]婦[bu6]】兒媳。		房久切——並母，有韻 開 三等，上聲。							
婦	婦	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	婦##[bu6][Hu6]	【新[Sem2]婦[bu6]】兒媳。		房久切——並母，有韻 開 三等，上聲。							
負	負	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	負##[hu6]			房久切——並母，有韻 開 三等，上聲。							
附	附	hu3	hu陰去	hu3	hu˨˩	附##[hu3]			符遇切——並母，遇韻 合 三等，去聲。[hu6]							
咐	咐	hu3	hu陰去	hu3	hu˨˩	咐##[hu3]										
阜	阜	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	阜##[hu6]			房久切——並母，有韻 開 三等，上聲。							
駙	駙	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	駙##[hu6][hu2]			符遇切——並母，遇韻 合 三等，去聲。							
駙	駙	hu2	hu陰平陽去（白）	hu1	hu˨˦	駙##[hu6][hu2]			符遇切——並母，遇韻 合 三等，去聲。							
複	複	hog5	hog陰入	hok4	hok˥˦	複/復/複##復[hog5] 返。回報。還原。又，再。##複[hog5] 重複。繁多，不單一的。			復：房六切——並母，屋韻 開 三等，入聲。[hog1]##複：方六切——幫母，屋韻 開 三等，入聲。							
赴	赴	hu3	hu陰去	hu3	hu˨˩	赴##[hu3]			芳遇切——滂母，遇韻 合 三等，去聲。							
副	副	hu3	hu陰去	hu3	hu˨˩	副##[hu3]			敷救切——滂母，宥韻 開 三等，去聲。							
傅	傅	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	傅##[hu6]		《集韻》《韻會》符遇切。	方遇切——幫母，遇韻 合 三等，去聲。[hu3]							
富	富	hu3	hu陰去	hu3	hu˨˩	富##[hu3]			方副切——幫母，宥韻 開 三等，去聲。							
復	復	hog5	hog陰入	hok4	hok˥˦	復（簡體作“複”）##[hog5] 返。回報。還原。又，再。			房六切——並母，屋韻 開 三等，入聲。[hog1]							
賦	賦	hu3	hu陰去	hu3	hu˨˩	賦##[hu3]			方遇切——幫母，遇韻 合 三等，去聲。							
縛	縛	bag1	bag陽平陽入（帶尾）	pak8	pak˨	縛##①[bag1] 捆綁。##②[beu2] <雷>捆綁東西的繩索。	②【草[cau4]縛】草繞子，用稻草搓成的繩子，可以用來捆稻子。	②：《集韻》符遇切。縛繩也。	①：符钁切——並母，藥韻 合 三等，入聲。							
縛	縛	beu2	beu陰平陽去（白）	peu1	pɛu˨˦	縛##①[bag1] 捆綁。##②[beu2] <雷>捆綁東西的繩索。	②【草[cau4]縛】草繞子，用稻草搓成的繩子，可以用來捆稻子。	②：《集韻》符遇切。縛繩也。	①：符钁切——並母，藥韻 合 三等，入聲。							
腹	腹	bag5	bag陰入	pak4	pak˥˦	腹##[bag5][Hog5]	【塘[do1]魚[hu1]肚[deu4]腹[bag5]，鯉[li4]魚[hu1]鱗[lang1]殼[kag5]。】俗語：池塘養的魚的腹部好吃，鯉魚的魚鱗好吃。		方六切——幫母，屋韻 開 三等，入聲。							
腹	腹	hog5	hog陰入	hok4	hok˥˦	腹##[bag5][Hog5]	【塘[do1]魚[hu1]肚[deu4]腹[bag5]，鯉[li4]魚[hu1]鱗[lang1]殼[kag5]。】俗語：池塘養的魚的腹部好吃，鯉魚的魚鱗好吃。		方六切——幫母，屋韻 開 三等，入聲。							
鮒	鮒	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	鮒##[hu6]			符遇切——並母，遇韻 合 三等，去聲。							
賻	賻	hu6	hu陽上陽去（文）陽入（無尾）	hu6	hu˧˧	賻##[hu6]			符遇切——並母，遇韻 合 三等，去聲。							
蝮	蝮	hog5	hog陰入	hok4	hok˥˦	蝮##[hog5]			芳福切——滂母，屋韻 開 三等，入聲。							
鰒	鰒	hog1	hog陽平陽入（帶尾）	hok8	hok˨	鰒##[hog1]			房六切——並母，屋韻 開 三等，入聲。							
覆	覆	pag5	pag陰入	phak4	pʰak˥˦	覆##[pag5][Hog5]	【反[bai4]覆[pag5]】顛倒，正背面或內外面易位。		芳福切——滂母，屋韻 開 三等。入聲。							
覆	覆	hog5	hog陰入	hok4	hok˥˦	覆##[pag5][Hog5]	【反[bai4]覆[pag5]】顛倒，正背面或內外面易位。		芳福切——滂母，屋韻 開 三等。入聲。							
馥	馥	hog1	hog陽平陽入（帶尾）	hok8	hok˨	馥##[hog1]			房六切——並母，屋韻 開 三等，入聲。							
旮	旮	gag5	gag陰入	kak4	kak˥˦	旮##[gag5]#注：從“角”字音。										
伽	伽	gio1	gio陽平陽入（帶尾）	kio5	kiɔ˨˨	伽##①[gio1] 伽南香，沉香。譯音用字。##②[gia2] 譯音用字。##③[ga5] 譯音用字。	①：【伽藍】梵語詞，佛寺。##②：【伽倻琴[kim1]】樂器名。#【伽利略】##③：【伽馬射[sia2]線[sua3]】γ射線。		①：求迦切——羣母，戈韻 開 三等，平聲。							
伽	伽	gia2	gia陰平陽去（白）	kia1	kia˨˦	伽##①[gio1] 伽南香，沉香。譯音用字。##②[gia2] 譯音用字。##③[ga5] 譯音用字。	①：【伽藍】梵語詞，佛寺。##②：【伽倻琴[kim1]】樂器名。#【伽利略】##③：【伽馬射[sia2]線[sua3]】γ射線。		①：求迦切——羣母，戈韻 開 三等，平聲。							
伽	伽	ga5	ga陰入	ka4	ka˥˦	伽##①[gio1] 伽南香，沉香。譯音用字。##②[gia2] 譯音用字。##③[ga5] 譯音用字。	①：【伽藍】梵語詞，佛寺。##②：【伽倻琴[kim1]】樂器名。#【伽利略】##③：【伽馬射[sia2]線[sua3]】γ射線。		①：求迦切——羣母，戈韻 開 三等，平聲。							
釓	釓	gag5	gag陰入	kak4	kak˥˦	釓##[gag5]										
嘎	嘎	gag5	gag陰入	kak4	kak˥˦	嘎##①[gag5] 擬聲詞。##②[ga2] <雷>與某些字組成詞，用在詞頭，無確定意義。			①：古黠切——見母，黠韻 開 二等，入聲。							
嘎	嘎	ga2	ga陰平陽去（白）	ka1	ka˨˦	嘎##①[gag5] 擬聲詞。##②[ga2] <雷>與某些字組成詞，用在詞頭，無確定意義。			①：古黠切——見母，黠韻 開 二等，入聲。							
噶	噶	gag5	gag陰入	kak4	kak˥˦	噶##[gag5]										
尕	尕	ga4	ga陰上	ka2	ka˦˩	尕##[ga4]										
玍	玍	ga4	ga陰上	ka2	ka˦˩	玍##[ga4]										
尬	尬	gai3	gai陰去	kai3	kai˨˩	尬##[gai3]			古拜切——見母，怪韻 開 二等，去聲。							
該	該	gai2	gai陰平陽去（白）	kai1	kai˨˦	該##[gai2]			古哀切——見母，咍韻 開 一等，平聲。							
陔	陔	gai2	gai陰平陽去（白）	kai1	kai˨˦	陔##[gai2]			古哀切——見母，咍韻 開 一等，平聲。							
垓	垓	gai2	gai陰平陽去（白）	kai1	kai˨˦	垓##[gai2]			古哀切——見母，咍韻 開 一等，平聲。							
荄	荄	gai2	gai陰平陽去（白）	kai1	kai˨˦	荄##[gai2]			古哀切——見母，咍韻 開 一等，平聲。#古諧切——見母，皆韻 開 二等，平聲。							
賅	賅	gai2	gai陰平陽去（白）	kai1	kai˨˦	賅##[gai2]			古哀切——見母，咍韻 開 一等，平聲。							
改	改	goi4	goi陰上	koi2	kɔi˦˩	改##[goi4][Gai4]			古亥切——見母，海韻 開 一等，上聲。							
改	改	gai4	gai陰上	kai2	kai˦˩	改##[goi4][Gai4]			古亥切——見母，海韻 開 一等，上聲。							
丐	丐	kai3	kai陰去	khai3	kʰai˨˩	丐##[kai3]			古太切——見母，泰韻 開 一等，去聲。							
鈣	鈣	kai5	kai陰入	khai4	kʰai˥˦	鈣##[kai5]										
蓋	蓋	gua3	gua陰去	kua3	kua˨˩	蓋##①[gua3][Gai3][GA5（合）] 覆蓋。蓋子。建造。文言虛詞。##②[gab5] 姓。	①【櫃[gui6]蓋[gua3]】		①古太切——見母，泰韻 開 一等，去聲。##②古盍切——見母，盍韻 開 一等，入聲。							
蓋	蓋	gai3	gai陰去	kai3	kai˨˩	蓋##①[gua3][Gai3][GA5（合）] 覆蓋。蓋子。建造。文言虛詞。##②[gab5] 姓。	①【櫃[gui6]蓋[gua3]】		①古太切——見母，泰韻 開 一等，去聲。##②古盍切——見母，盍韻 開 一等，入聲。							
蓋	蓋	gab5	gab陰入	kap4	kap˥˦	蓋##①[gua3][Gai3][GA5（合）] 覆蓋。蓋子。建造。文言虛詞。##②[gab5] 姓。	①【櫃[gui6]蓋[gua3]】		①古太切——見母，泰韻 開 一等，去聲。##②古盍切——見母，盍韻 開 一等，入聲。							
溉	溉	kai3	kai陰去	khai3	kʰai˨˩	溉##[kai3]			古代切——見母，代韻 開 一等，去聲。							
概	概	kai3	kai陰去	khai3	kʰai˨˩	概##[kai3]		《字彙》居太切。								
幹	幹	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	幹/乾/幹/榦##幹[gang2] 關聯。觸犯。盾。天干。河岸。##乾[gang2] 跟“濕”相反。空。徒然。拜認的親屬關係。#注：“乾”另音[kieng1]。##幹[gang3] 做。辦事能力。有才能的。##幹/榦[gang3]（又俗讀[gang4]） 事物的主體。			幹：古寒切——見母，寒韻 開 一等，平聲。							
幹	幹	gang3	gang陰去	kang3	kaŋ˨˨˩	幹/乾/幹/榦##幹[gang2] 關聯。觸犯。盾。天干。河岸。##乾[gang2] 跟“濕”相反。空。徒然。拜認的親屬關係。#注：“乾”另音[kieng1]。##幹[gang3] 做。辦事能力。有才能的。##幹/榦[gang3]（又俗讀[gang4]） 事物的主體。			幹：古寒切——見母，寒韻 開 一等，平聲。							
甘	甘	gam2	gam陰平陽去（白）	kam1	kam˨˦	甘##[gam2]			古三切——見母，談韻 開 一等，平聲。							
杆	杆	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	杆##①[gang2][GO2（篙）] 較長的木棍。##②[gang4] 較小的圓木條或像木條的東西。量詞，用於有杆的器物。	【欄[lang1]杆[gang2]】	①：《集韻》《韻會》居安切。《正韻》居寒切。								
杆	杆	gang4	gang陰上	kang2	kaŋ˦˩	杆##①[gang2][GO2（篙）] 較長的木棍。##②[gang4] 較小的圓木條或像木條的東西。量詞，用於有杆的器物。	【欄[lang1]杆[gang2]】	①：《集韻》《韻會》居安切。《正韻》居寒切。								
玕	玕	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	玕##[gang2]			古寒切——見母，寒韻 開 一等，平聲。							
肝	肝	gua2	gua陰平陽去（白）	kua1	kua˨˦	肝##[gua2]			古寒切——見母，寒韻 開 一等，平聲。							
坩	坩	gam2	gam陰平陽去（白）	kam1	kam˨˦	坩##[gam2]			苦甘切——溪母，談韻 開 一等，平聲。[ka2][Kam2]							
泔	泔	gam2	gam陰平陽去（白）	kam1	kam˨˦	泔##[gam2]			古三切——見母，談韻 開 一等，平聲。							
苷	苷	gam2	gam陰平陽去（白）	kam1	kam˨˦	苷##[gam2]			古三切——見母，談韻 開 一等，平聲。							
柑	柑	ga2	ga陰平陽去（白）	ka1	ka˨˦	柑##[ga2][Gam2]			古三切——見母，談韻 開 一等，平聲。							
柑	柑	gam2	gam陰平陽去（白）	kam1	kam˨˦	柑##[ga2][Gam2]			古三切——見母，談韻 開 一等，平聲。							
竿	竿	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	竿##[gang2][GO2（篙）]			古寒切——見母，寒韻 開 一等，平聲。							
疳	疳	gam2	gam陰平陽去（白）	kam1	kam˨˦	疳##[gam2] <雷>性欲（因性欲過旺而消瘦者似疳積症狀，所以戲稱性欲旺為“疳重[dang6]”）。	【疳蟲[tang1]】蛔蟲。	《集韻》沽三切。		性欲（因性欲过旺而消瘦者似疳积症状，所以戏称性欲旺为“疳重[dang6]”）。						
酐	酐	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	酐##[gang2]										
尷	尷	gam2	gam陰平陽去（白）	kam1	kam˨˦	尷##[gam2]			尲：古鹹切——見母，鹹韻 開 二等，平聲。							
稈	稈	gang4	gang陰上	kang2	kaŋ˦˩	稈##[gang4][GO4（稿）]			古旱切——見母，旱韻 開 一等，上聲。							
趕	趕	gua4	gua陰上	kua2	kua˦˩	趕##[gua4]		《字彙》古旱切。								
敢	敢	ga4	ga陰上	ka2	ka˦˩	敢##[ga4][Gam4]			古覽切——見母，敢韻 開 一等，上聲。							
敢	敢	gam4	gam陰上	kam2	kam˦˩	敢##[ga4][Gam4]			古覽切——見母，敢韻 開 一等，上聲。							
感	感	gam4	gam陰上	kam2	kam˦˩	感##[gam4]			古禫切——見母，感韻 開 一等，上聲。							
澉	澉	gam4	gam陰上	kam2	kam˦˩	澉##[gam4]			古覽切——見母，敢韻 開 一等，上聲。							
橄	橄	ga2	ga陰平陽去（白）	ka1	ka˨˦	橄##[ga2][Gam4]			古覽切——見母，敢韻 開 一等，上聲。[ga4][Gam4]							
橄	橄	gam4	gam陰上	kam2	kam˦˩	橄##[ga2][Gam4]			古覽切——見母，敢韻 開 一等，上聲。[ga4][Gam4]							
擀	擀	gua4	gua陰上	kua2	kua˦˩	擀##[gua4]		《集韻》古旱切。								
旰	旰	gang3	gang陰去	kang3	kaŋ˨˨˩	旰##[gang3]			古案切——見母，翰韻 開 一等，去聲。							
矸	矸	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	矸##[gang2]		《集韻》居寒切。								
紺	紺	gam3	gam陰去	kam3	kam˨˩	紺##[gam3]			古暗切——見母，勘韻 開 一等，去聲。							
淦	淦	gam3	gam陰去	kam3	kam˨˩	淦##[gam3]			古暗切——見母，勘韻 開 一等，去聲。							
幹	幹	gang3	gang陰去	kang3	kaŋ˨˨˩	幹（簡體同“幹”）/榦（簡體同“幹”）##幹[gang3] 做。辦事能力。有才能的。##幹/榦[gang3]（又俗讀[gang4]） 事物的主體。			古案切——見母，翰韻 開 一等，去聲。							
榦	榦	gang3	gang陰去	kang3	kaŋ˨˨˩	榦（簡體同“幹”）/幹（簡體同“幹”）##[gang3]（又俗讀[gang4]） 事物的主體。			古案切——見母，翰韻 開 一等，去聲。							
贛	贛	gam3	gam陰去	kam3	kam˨˩	贛##[gam3]			古暗切——見母，勘韻 開 一等，去聲。							
岡	岡	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	岡##[gang2]			古郎切——見母，唐韻 開 一等，平聲。							
剛	剛	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	剛##[gang2]			古郎切——見母，唐韻 開 一等，平聲。							
崗	崗	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	崗##[gang2]			古郎切——見母，唐韻 開 一等，平聲。							
綱	綱	go2	go陰平陽去（白）	ko1	kɔ˨˦	綱##[go2][Gang2]	【網[mang6]綱[go2]】		古郎切——見母，唐韻 開 一等，平聲。							
綱	綱	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	綱##[go2][Gang2]	【網[mang6]綱[go2]】		古郎切——見母，唐韻 開 一等，平聲。							
肛	肛	gong5	gong陰入	kong4	koŋ˥˦	肛##[gong5]			古雙切——見母，江韻 開 二等，平聲。[gang2]							
缸	缸	go2	go陰平陽去（白）	ko1	kɔ˨˦	缸##[go2]		《中原音韻》音岡。								
鋼	鋼	go3	go陰去	ko3	kɔ˨˩	鋼##[go3]			古郎切——見母，唐韻 開 一等，平聲。[go2][Gang2]#古浪切——見母，宕韻 開 一等，去聲。							
罡	罡	gang2	gang陰平陽去（白）	kang1	kaŋ˨˦	罡##[gang2]		《正字通》居康切。								
港	港	gang4	gang陰上	kang2	kaŋ˦˩	港##[gang4]			古項切——見母，講韻 開 二等，上聲。							
杠	杠	go3	go陰去	ko3	kɔ˨˩	杠##[go3][Gong3]										
杠	杠	gong3	gong陰去	kong3	koŋ˨˨˩	杠##[go3][Gong3]										
戇	戇	gong3	gong陰去	kong3	koŋ˨˨˩	戇##[gong3]	【暗[am3]戇】孤僻少言。	《集韻》古送切。								
皋	皋	gau2	gau陰平陽去（白）	kau1	kau˨˦	皋##[gau2]			古勞切——見母，豪韻 開 一等，平聲。							
羔	羔	gau2	gau陰平陽去（白）	kau1	kau˨˦	羔##[gau2]			古勞切——見母，豪韻 開 一等，平聲。							
高	高	go2	go陰平陽去（白）	ko1	kɔ˨˦	高##[go2][Gau2][GUAI1（懸）] <雷>隆起。	【頭[tau1]額[hia6]高[go2]亓[gai1]瘤[lau1]了[la4]。】額頭腫了一個包。		古勞切——見母，豪韻 開 一等，平聲。							
高	高	gau2	gau陰平陽去（白）	kau1	kau˨˦	高##[go2][Gau2][GUAI1（懸）] <雷>隆起。	【頭[tau1]額[hia6]高[go2]亓[gai1]瘤[lau1]了[la4]。】額頭腫了一個包。		古勞切——見母，豪韻 開 一等，平聲。							
