單字	粵拼	聲母_定	韻母_定	聲調_定	IPA	聲母_定	韻母_定	聲調_定	備註
癤		d	it	7B		t	it	23	
節		d	it	7B		t	it	23	
佐		d	o	1		t	ɔ	23	
左		d	o	2		t	ɔ	35	
座		d	o	6		t	ɔ	31	
坐		d	o	6		t	ɔ	31	
擠		d	oi	1		t	ɔi	23	
濟		d	oi	1		t	ɔi	23	救濟
祭		d	oi	1		t	ɔi	23	
際		d	oi	1		t	ɔi	23	
劑		d	oi	1		t	ɔi	23	
災		d	oi	1		t	ɔi	23	
哉		d	oi	1		t	ɔi	23	
栽		d	oi	1		t	ɔi	23	
載		d	oi	1		t	ɔi	23	記載
再		d	oi	1		t	ɔi	23	
宰		d	oi	2		t	ɔi	35	
載		d	oi	2		t	ɔi	35	一年半載
在		d	oi	6		t	ɔi	31	
鑿		d	ok	8		t	ɔk	31	
昨		d	ok	8		t	ɔk	31	
作		d	ok	7A		t	ɔk	35	
作		d	ok	7B		t	ɔk	23	
贓		d	ong	1		t	ɔŋ	23	
葬		d	ong	1		t	ɔŋ	23	
髒		d	ong	1		t	ɔŋ	23	
藏		d	ong	6		t	ɔŋ	31	寶藏
奘		d	ong	6		t	ɔŋ	31	
臟		d	ong	6		t	ɔŋ	31	
奏		d	ou	1		t	ou	23	
揍		d	ou	1		t	ou	23	
租		d	ou	1		t	ou	23	
走		d	ou	2		t	ou	35	
祖		d	ou	2		t	ou	35	
組		d	ou	2		t	ou	35	
做		d	ou	6		t	ou	31	
租		d	u	1		t	u	23	又音
祖		d	u	2		t	u	35	又音
組		d	u	2		t	u	35	又音
醉		d	ui	1		t	ui	23	
沮		d	ui	1		t	ui	23	沮水，水名
足		d	ui	1		t	ui	23	足恭
最		d	ui	1		t	ui	23	
沮		d	ui	1		t	ui	23	沮洳
咀		d	ui	2		t	ui	35	
沮		d	ui	2		t	ui	35	沮喪
嘴		d	ui	2		t	ui	35	
序		d	ui	6		t	ui	31	
敘		d	ui	6		t	ui	31	
嶼		d	ui	6		t	ui	31	島嶼
聚		d	ui	6		t	ui	31	
罪		d	ui	6		t	ui	31	
俗		d	uk	8		t	ʊk	31	
續		d	uk	8		t	ʊk	31	
族		d	uk	8		t	ʊk	31	
足		d	uk	7A		t	ʊk	35	足跡
樅		d	ung	1		t	ʊŋ	23	
蹤		d	ung	1		t	ʊŋ	23	
縱		d	ung	1		t	ʊŋ	23	縱橫
宗		d	ung	1		t	ʊŋ	23	
綜		d	ung	1		t	ʊŋ	23	
淙		d	ung	1		t	ʊŋ	23	
鬃		d	ung	1		t	ʊŋ	23	
粽		d	ung	2		t	ʊŋ	35	
總		d	ung	2		t	ʊŋ	35	
粽		d	ung	5		t	ʊŋ	21	
訟		d	ung	6		t	ʊŋ	31	
誦		d	ung	6		t	ʊŋ	31	
從		d	ung	6		t	ʊŋ	31	
租		d	uo	1		t	uɔ	23	又音
祖		d	uo	2		t	uɔ	35	又音
組		d	uo	2		t	uɔ	35	又音
鑽		d	waan	1		t	uan	23	
花		f	aa	1		f	a	23	
化		f	aa	1		f	a	23	
快		f	aai	1		f	ai	23	
塊		f	aai	1		f	ai	23	
傀		f	aai	1		f	ai	23	傀儡
筷		f	aai	1		f	ai	23	
販		f	aan	1		f	an	23	
番		f	aan	1		f	an	23	
翻		f	aan	1		f	an	23	
返		f	aan	2		f	an	35	
反		f	aan	2		f	an	35	
帆		f	aan	4		f	an	22	
凡		f	aan	4		f	an	22	
梵		f	aan	4		f	an	22	
蕃		f	aan	4		f	an	22	
藩		f	aan	4		f	an	22	
煩		f	aan	4		f	an	22	
樊		f	aan	4		f	an	22	
繁		f	aan	4		f	an	22	
犯		f	aan	6		f	an	31	
范		f	aan	6		f	an	31	
範		f	aan	6		f	an	31	
氾		f	aan	6		f	an	31	
泛		f	aan	6		f	an	31	
飯		f	aan	6		f	an	31	
瓣		f	aan	6		f	an	31	花瓣
法		f	aat	7A		f	at	35	
髮		f	aat	7A		f	at	35	
發		f	aat	7A		f	at	35	長發里，地名
法		f	aat	7B		f	at	23	
發		f	aat	7B		f	at	23	
砝		f	aat	7B		f	at	23	
分		f	an	1		f	ɐn	23	分開
奮		f	an	1		f	ɐn	23	
糞		f	an	1		f	ɐn	23	
氛		f	an	1		f	ɐn	23	
芬		f	an	1		f	ɐn	23	
紛		f	an	1		f	ɐn	23	
勛		f	an	1		f	ɐn	23	
薰		f	an	1		f	ɐn	23	
燻		f	an	1		f	ɐn	23	
醺		f	an	1		f	ɐn	23	
訓		f	an	1		f	ɐn	23	
瞓		f	an	1		f	ɐn	23	睡覺
昏		f	an	1		f	ɐn	23	
婚		f	an	1		f	ɐn	23	
吩		f	an	1		f	ɐn	23	
粉		f	an	2		f	ɐn	35	
焚		f	an	4		f	ɐn	22	
墳		f	an	4		f	ɐn	22	
瞓		f	an	5		f	ɐn	21	眼瞓
份		f	an	6		f	ɐn	31	
奮		f	an	6		f	ɐn	31	
分		f	an	6		f	ɐn	31	本分
憤		f	an	6		f	ɐn	31	
忿		f	an	6		f	ɐn	31	
乏		f	at	8		f	ɐt	31	
佛		f	at	8		f	ɐt	31	佛教
伐		f	at	8		f	ɐt	31	
筏		f	at	8		f	ɐt	31	
罰		f	at	8		f	ɐt	31	
芾		f	at	7A		f	ɐt	35	芾芾
弗		f	at	7A		f	ɐt	35	
拂		f	at	7A		f	ɐt	35	
彿		f	at	7A		f	ɐt	35	
忽		f	at	7A		f	ɐt	35	
惚		f	at	7A		f	ɐt	35	
囫		f	at	7A		f	ɐt	35	
佛		f	at	7A		f	ɐt	35	仿佛
翡		f	ei	2		f	ei	35	
肥		f	ei	4		f	ei	22	
廢		f	i	1		f	i	23	
肺		f	i	1		f	i	23	
費		f	i	1		f	i	23	
芾		f	i	1		f	i	23	蔽芾
沸		f	i	1		f	i	23	
揮		f	i	1		f	i	23	
暉		f	i	1		f	i	23	
輝		f	i	1		f	i	23	
徽		f	i	1		f	i	23	
非		f	i	1		f	i	23	
飛		f	i	1		f	i	23	
扉		f	i	1		f	i	23	
妃		f	i	1		f	i	23	
菲		f	i	1		f	i	23	
匪		f	i	2		f	i	35	
悱		f	i	2		f	i	35	
斐		f	i	2		f	i	35	
翡		f	i	2		f	i	35	又音
肥		f	i	4		f	i	22	又音
吠		f	i	6		f	i	31	
啡		f	iaa	1		f	ia	23	
翡		f	ie	2		f	iɛ	35	又音
肥		f	ie	4		f	iɛ	22	又音
科		f	o	1		f	ɔ	23	
稞		f	o	1		f	ɔ	23	
蝌		f	o	1		f	ɔ	23	
課		f	o	1		f	ɔ	23	
貨		f	o	1		f	ɔ	23	
柯		f	o	1		f	ɔ	23	
夥		f	o	2		f	ɔ	35	
顆		f	o	2		f	ɔ	35	
火		f	o	2		f	ɔ	35	
棵		f	o	2		f	ɔ	35	
伙		f	o	2		f	ɔ	35	
霍		f	ok	7B		f	ɔk	23	
坊		f	ong	1		f	ɔŋ	23	街坊
放		f	ong	1		f	ɔŋ	23	
方		f	ong	1		f	ɔŋ	23	
肪		f	ong	1		f	ɔŋ	23	
芳		f	ong	1		f	ɔŋ	23	
況		f	ong	1		f	ɔŋ	23	
荒		f	ong	1		f	ɔŋ	23	
慌		f	ong	1		f	ɔŋ	23	
謊		f	ong	1		f	ɔŋ	23	
訪		f	ong	2		f	ɔŋ	35	
仿		f	ong	2		f	ɔŋ	35	仿佛
紡		f	ong	2		f	ɔŋ	35	
彷		f	ong	2		f	ɔŋ	35	
恍		f	ong	2		f	ɔŋ	35	
晃		f	ong	2		f	ɔŋ	35	
幌		f	ong	2		f	ɔŋ	35	
坊		f	ong	4		f	ɔŋ	22	堤坊
防		f	ong	4		f	ɔŋ	22	
房		f	ong	4		f	ɔŋ	22	
妨		f	ong	4		f	ɔŋ	22	
房		f	ong	5		f	ɔŋ	21	變調
否		f	ou	2		f	ou	35	否定
剖		f	ou	2		f	ou	35	
浮		f	ou	4		f	ou	22	
埠		f	ou	6		f	ou	31	商埠
富		f	u	1		f	u	23	
婦		f	u	1		f	u	23	
副		f	u	1		f	u	23	
夫		f	u	1		f	u	23	農夫
膚		f	u	1		f	u	23	
賦		f	u	1		f	u	23	
孵		f	u	1		f	u	23	
敷		f	u	1		f	u	23	
俘		f	u	1		f	u	23	
枯		f	u	1		f	u	23	
庫		f	u	1		f	u	23	
呼		f	u	1		f	u	23	
咐		f	u	1		f	u	23	
骷		f	u	1		f	u	23	
褲		f	u	1		f	u	23	
斧		f	u	2		f	u	35	
府		f	u	2		f	u	35	
俯		f	u	2		f	u	35	
撫		f	u	2		f	u	35	
唬		f	u	2		f	u	35	
苦		f	u	2		f	u	35	
虎		f	u	2		f	u	35	
琥		f	u	2		f	u	35	
夫		f	u	4		f	u	22	
扶		f	u	4		f	u	22	
芙		f	u	4		f	u	22	
苻		f	u	4		f	u	22	
符		f	u	4		f	u	22	
乎		f	u	4		f	u	22	
負		f	u	6		f	u	31	
付		f	u	6		f	u	31	
傅		f	u	6		f	u	31	傅粉施朱
父		f	u	6		f	u	31	
附		f	u	6		f	u	31	
駙		f	u	6		f	u	31	
輔		f	u	6		f	u	31	
腐		f	u	6		f	u	31	
赴		f	u	6		f	u	31	
仆		f	u	6		f	u	31	前仆後繼
戶		f	u	6		f	u	31	又音
喙		f	ui	1		f	ui	23	
恢		f	ui	1		f	ui	23	
魁		f	ui	1		f	ui	23	
服		f	uk	8		f	ʊk	31	
匐		f	uk	8		f	ʊk	31	
伏		f	uk	8		f	ʊk	31	
復		f	uk	8		f	ʊk	31	復原
斛		f	uk	8		f	ʊk	31	
袱		f	uk	8		f	ʊk	31	
幅		f	uk	7A		f	ʊk	35	
福		f	uk	7A		f	ʊk	35	
蝠		f	uk	7A		f	ʊk	35	
腹		f	uk	7A		f	ʊk	35	
馥		f	uk	7A		f	ʊk	35	
輻		f	uk	7A		f	ʊk	35	
複		f	uk	7A		f	ʊk	35	
覆		f	uk	7A		f	ʊk	35	
復		f	uk	7A		f	ʊk	35	回復
分		f	un	1		f	un	23	分開，又音
奮		f	un	1		f	un	23	又音
糞		f	un	1		f	un	23	又音
氛		f	un	1		f	un	23	又音
芬		f	un	1		f	un	23	又音
紛		f	un	1		f	un	23	又音
勛		f	un	1		f	un	23	又音
薰		f	un	1		f	un	23	又音
燻		f	un	1		f	un	23	又音
醺		f	un	1		f	un	23	又音
訓		f	un	1		f	un	23	又音
瞓		f	un	1		f	un	23	睡覺，又音
昏		f	un	1		f	un	23	又音
婚		f	un	1		f	un	23	又音
吩		f	un	1		f	un	23	又音
粉		f	un	2		f	un	35	又音
焚		f	un	4		f	un	22	又音
墳		f	un	4		f	un	22	又音
瞓		f	un	5		f	un	21	眼瞓，變調，又音
份		f	un	6		f	un	31	又音
奮		f	un	6		f	un	31	又音
分		f	un	6		f	un	31	本分，又音
憤		f	un	6		f	un	31	又音
忿		f	un	6		f	un	31	又音
風		f	ung	1		f	ʊŋ	23	
楓		f	ung	1		f	ʊŋ	23	
豐		f	ung	1		f	ʊŋ	23	
封		f	ung	1		f	ʊŋ	23	
丰		f	ung	1		f	ʊŋ	23	
烽		f	ung	1		f	ʊŋ	23	
鋒		f	ung	1		f	ʊŋ	23	
蜂		f	ung	1		f	ʊŋ	23	
峰		f	ung	1		f	ʊŋ	23	
瘋		f	ung	1		f	ʊŋ	23	
諷		f	ung	2		f	ʊŋ	35	
俸		f	ung	2		f	ʊŋ	35	
馮		f	ung	4		f	ʊŋ	22	姓馮
逢		f	ung	4		f	ʊŋ	22	
縫		f	ung	4		f	ʊŋ	22	
蓬		f	ung	4		f	ʊŋ	22	蓬江
風		f	ung	5		f	ʊŋ	21	變調
鳳		f	ung	6		f	ʊŋ	31	
奉		f	ung	6		f	ʊŋ	31	
乏		f	ut	8		f	ut	31	又音
佛		f	ut	8		f	ut	31	佛教，又音
伐		f	ut	8		f	ut	31	又音
筏		f	ut	8		f	ut	31	又音
罰		f	ut	8		f	ut	31	又音
芾		f	ut	7A		f	ut	35	芾芾，又音
弗		f	ut	7A		f	ut	35	又音
拂		f	ut	7A		f	ut	35	又音
彿		f	ut	7A		f	ut	35	又音
忽		f	ut	7A		f	ut	35	又音
惚		f	ut	7A		f	ut	35	又音
囫		f	ut	7A		f	ut	35	又音
佛		f	ut	7A		f	ut	35	仿佛，又音
灰		f	waai	1		f	uai	23	
晦		f	waai	1		f	uai	23	
誨		f	waai	1		f	uai	23	
悔		f	waai	1		f	uai	23	
寬		f	waan	1		f	uan	23	
歡		f	waan	1		f	uan	23	
款		f	waan	2		f	uan	35	
垣		f	waan	4		f	uan	22	
闊		f	waat	7B		f	uat	23	
迦		g	aa	1		k	a	23	
枷		g	aa	1		k	a	23	
加		g	aa	1		k	a	23	
家		g	aa	1		k	a	23	家人
嘉		g	aa	1		k	a	23	
假		g	aa	1		k	a	23	假如
架		g	aa	1		k	a	23	
嫁		g	aa	1		k	a	23	
價		g	aa	1		k	a	23	
駕		g	aa	1		k	a	23	
傢		g	aa	1		k	a	23	
咖		g	aa	1		k	a	23	
伽		g	aa	1		k	a	23	瑜伽
茄		g	aa	2		k	a	35	
假		g	aa	2		k	a	35	放假
賈		g	aa	2		k	a	35	姓賈
架		g	aa	5		k	a	21	變調
佳		g	aai	1		k	ai	23	
解		g	aai	1		k	ai	23	解款
街		g	aai	1		k	ai	23	
皆		g	aai	1		k	ai	23	
階		g	aai	1		k	ai	23	
楷		g	aai	1		k	ai	23	楷書
偕		g	aai	1		k	ai	23	
尬		g	aai	1		k	ai	23	
介		g	aai	1		k	ai	23	
戒		g	aai	1		k	ai	23	
芥		g	aai	1		k	ai	23	
屆		g	aai	1		k	ai	23	
界		g	aai	1		k	ai	23	
誡		g	aai	1		k	ai	23	
個		g	aai	1		k	ai	23	
解		g	aai	2		k	ai	35	解決
街		g	aai	5		k	ai	21	
格		g	aak	9		k	ak	21	
骼		g	aak	7B		k	ak	23	
革		g	aak	7B		k	ak	23	
隔		g	aak	7B		k	ak	23	
胳		g	aak	7B		k	ak	23	
格		g	aak	7B		k	ak	23	
緘		g	aam	1		k	am	23	
監		g	aam	1		k	am	23	
鑑		g	aam	1		k	am	23	
橄		g	aam	1		k	am	23	
尷		g	aam	1		k	am	23	
甘		g	aam	1		k	am	23	
柑		g	aam	1		k	am	23	
感		g	aam	2		k	am	35	
敢		g	aam	2		k	am	35	
艱		g	aan	1		k	an	23	
姦		g	aan	1		k	an	23	
澗		g	aan	1		k	an	23	
諫		g	aan	1		k	an	23	
奸		g	aan	1		k	an	23	
間		g	aan	1		k	an	23	空間
繭		g	aan	2		k	an	35	
鹼		g	aan	2		k	an	35	
揀		g	aan	2		k	an	35	
簡		g	aan	2		k	an	35	
澗		g	aan	2		k	an	35	地名，石澗
庚		g	aang	1		k	aŋ	23	
羹		g	aang	1		k	aŋ	23	
更		g	aang	1		k	aŋ	23	
耕		g	aang	1		k	aŋ	23	
逕		g	aang	1		k	aŋ	23	雲逕，地名
埂		g	aang	2		k	aŋ	35	
哽		g	aang	2		k	aŋ	35	
梗		g	aang	2		k	aŋ	35	
耿		g	aang	2		k	aŋ	35	
亙		g	aang	2		k	aŋ	35	
逕		g	aang	5		k	aŋ	21	逕口，地名
合		g	aap	8		k	ap	31	一合
甲		g	aap	9		k	ap	21	
蛤		g	aap	7A		k	ap	35	
莢		g	aap	7B		k	ap	23	
頰		g	aap	7B		k	ap	23	
甲		g	aap	7B		k	ap	23	
鴿		g	aap	7B		k	ap	23	
蛤		g	aap	7B		k	ap	23	蛤拐
舺		g	aap	7B		k	ap	23	
嘎		g	aat	7B		k	at	23	
高		g	aau	1		k	au	23	
羔		g	aau	1		k	au	23	
膏		g	aau	1		k	au	23	
篙		g	aau	1		k	au	23	
告		g	aau	1		k	au	23	報告
糕		g	aau	1		k	au	23	
睪		g	aau	1		k	au	23	睪丸
睾		g	aau	1		k	au	23	
稿		g	aau	2		k	au	35	
今		g	am	1		k	ɐm	23	
金		g	am	1		k	ɐm	23	
禁		g	am	1		k	ɐm	23	禁止
錦		g	am	2		k	ɐm	35	
今		g	am	4		k	ɐm	22	今日
斤		g	an	1		k	ɐn	23	
筋		g	an	1		k	ɐn	23	
巾		g	an	1		k	ɐn	23	
根		g	an	1		k	ɐn	23	
跟		g	an	1		k	ɐn	23	
觔		g	an	1		k	ɐn	23	
槿		g	an	2		k	ɐn	35	
謹		g	an	2		k	ɐn	35	
緊		g	an	2		k	ɐn	35	
僅		g	an	2		k	ɐn	35	
瑾		g	an	2		k	ɐn	35	
菫		g	an	2		k	ɐn	35	
近		g	an	6		k	ɐn	31	靠近
汲		g	ap	8		k	ɐp	31	
急		g	ap	7A		k	ɐp	35	
吃		g	at	8		k	ɐt	31	口吃
桔		g	at	7A		k	ɐt	35	桔梗
橘		g	at	7A		k	ɐt	35	
吉		g	at	7A		k	ɐt	35	
鳩		g	au	1		k	ɐu	23	
究		g	au	1		k	ɐu	23	
疚		g	au	1		k	ɐu	23	
救		g	au	1		k	ɐu	23	
灸		g	au	1		k	ɐu	23	
咎		g	au	1		k	ɐu	23	
糾		g	au	2		k	ɐu	35	糾正
赳		g	au	2		k	ɐu	35	
九		g	au	2		k	ɐu	35	
久		g	au	2		k	ɐu	35	
玖		g	au	2		k	ɐu	35	
韭		g	au	2		k	ɐu	35	
舊		g	au	6		k	ɐu	31	
嘅		g	e	1		k	ɛ	23	
嘅		g	ea	1		k	ə	23	語流變讀
個		g	ea	1		k	ə	23	語流變讀
基		g	ei	1		k	ei	23	
箕		g	ei	1		k	ei	23	
記		g	ei	1		k	ei	23	
期		g	ei	1		k	ei	23	期年
姬		g	ei	1		k	ei	23	
奇		g	ei	1		k	ei	23	奇數
寄		g	ei	1		k	ei	23	
騎		g	ei	1		k	ei	23	鐵騎
犄		g	ei	1		k	ei	23	
肌		g	ei	1		k	ei	23	
飢		g	ei	1		k	ei	23	
几		g	ei	1		k	ei	23	
嘰		g	ei	1		k	ei	23	
機		g	ei	1		k	ei	23	
磯		g	ei	1		k	ei	23	
譏		g	ei	1		k	ei	23	
饑		g	ei	1		k	ei	23	
幾		g	ei	1		k	ei	23	幾乎
既		g	ei	1		k	ei	23	
己		g	ei	2		k	ei	35	
紀		g	ei	2		k	ei	35	
杞		g	ei	2		k	ei	35	
幾		g	ei	2		k	ei	35	幾個
忌		g	ei	6		k	ei	31	
妓		g	ei	6		k	ei	31	
技		g	ei	6		k	ei	31	
減		g	em	2		k	ɛm	35	
夾		g	ep	9		k	ɛp	21	變調
夾		g	ep	7B		k	ɛp	23	
基		g	i	1		k	i	23	又音
箕		g	i	1		k	i	23	又音
記		g	i	1		k	i	23	又音
期		g	i	1		k	i	23	期年，又音
姬		g	i	1		k	i	23	又音
奇		g	i	1		k	i	23	奇數，又音
寄		g	i	1		k	i	23	又音
騎		g	i	1		k	i	23	鐵騎，又音
犄		g	i	1		k	i	23	又音
肌		g	i	1		k	i	23	又音
飢		g	i	1		k	i	23	又音
几		g	i	1		k	i	23	又音
嘰		g	i	1		k	i	23	又音
機		g	i	1		k	i	23	又音
磯		g	i	1		k	i	23	又音
譏		g	i	1		k	i	23	又音
饑		g	i	1		k	i	23	又音
幾		g	i	1		k	i	23	幾乎，又音
既		g	i	1		k	i	23	又音
己		g	i	2		k	i	35	又音
紀		g	i	2		k	i	35	又音
杞		g	i	2		k	i	35	又音
幾		g	i	2		k	i	35	幾個，又音
忌		g	i	6		k	i	31	又音
妓		g	i	6		k	i	31	又音
技		g	i	6		k	i	31	又音
腳		g	iaak	9		k	iak	21	湯腳（湯渣）
腳		g	iaak	7A		k	iak	35	水腳（旅費）
腳		g	iaak	7B		k	iak	23	
兼		g	iaam	1		k	iam	23	
劍		g	iaam	1		k	iam	23	
撿		g	iaam	2		k	iam	35	
檢		g	iaam	2		k	iam	35	
瞼		g	iaam	2		k	iam	35	
儉		g	iaam	6		k	iam	31	
敬		g	iaang	1		k	iaŋ	23	敬惜，白讀
鏡		g	iaang	1		k	iaŋ	23	
驚		g	iaang	1		k	iaŋ	23	害怕，白讀
姜		g	iaang	1		k	iaŋ	23	
僵		g	iaang	1		k	iaŋ	23	
薑		g	iaang	1		k	iaŋ	23	
疆		g	iaang	1		k	iaŋ	23	
韁		g	iaang	1		k	iaŋ	23	
羌		g	iaang	1		k	iaŋ	23	
頸		g	iaang	2		k	iaŋ	35	脖子
強		g	iaang	6		k	iaŋ	31	倔強
劫		g	iaap	7B		k	iap	23	
交		g	iaau	1		k	iau	23	
郊		g	iaau	1		k	iau	23	
蛟		g	iaau	1		k	iau	23	
膠		g	iaau	1		k	iau	23	
教		g	iaau	1		k	iau	23	教室
窖		g	iaau	1		k	iau	23	
較		g	iaau	1		k	iau	23	
覺		g	iaau	1		k	iau	23	睡覺
校		g	iaau	1		k	iau	23	校對
跤		g	iaau	1		k	iau	23	
澆		g	iaau	1		k	iau	23	
叫		g	iaau	1		k	iau	23	
嬌		g	iaau	1		k	iau	23	
驕		g	iaau	1		k	iau	23	
皎		g	iaau	2		k	iau	35	
狡		g	iaau	2		k	iau	35	
絞		g	iaau	2		k	iau	35	
攪		g	iaau	2		k	iau	35	
搞		g	iaau	2		k	iau	35	
餃		g	iaau	2		k	iau	35	
繳		g	iaau	2		k	iau	35	
矯		g	iaau	2		k	iau	35	
轎		g	iaau	6		k	iau	31	
基		g	ie	1		k	iɛ	23	又音
箕		g	ie	1		k	iɛ	23	又音
記		g	ie	1		k	iɛ	23	又音
期		g	ie	1		k	iɛ	23	期年，又音
姬		g	ie	1		k	iɛ	23	又音
奇		g	ie	1		k	iɛ	23	奇數，又音
寄		g	ie	1		k	iɛ	23	又音
騎		g	ie	1		k	iɛ	23	鐵騎，又音
犄		g	ie	1		k	iɛ	23	又音
肌		g	ie	1		k	iɛ	23	又音
飢		g	ie	1		k	iɛ	23	又音
几		g	ie	1		k	iɛ	23	又音
嘰		g	ie	1		k	iɛ	23	又音
機		g	ie	1		k	iɛ	23	又音
磯		g	ie	1		k	iɛ	23	又音
譏		g	ie	1		k	iɛ	23	又音
饑		g	ie	1		k	iɛ	23	又音
幾		g	ie	1		k	iɛ	23	幾乎，又音
既		g	ie	1		k	iɛ	23	又音
己		g	ie	2		k	iɛ	35	又音
紀		g	ie	2		k	iɛ	35	又音
杞		g	ie	2		k	iɛ	35	又音
幾		g	ie	2		k	iɛ	35	幾個，又音
忌		g	ie	6		k	iɛ	31	又音
妓		g	ie	6		k	iɛ	31	又音
技		g	ie	6		k	iɛ	31	又音
亟		g	ik	8		k	ɪk	31	亟需
極		g	ik	8		k	ɪk	31	
擊		g	ik	7A		k	ɪk	35	
激		g	ik	7A		k	ɪk	35	
棘		g	ik	7A		k	ɪk	35	
涓		g	in	1		k	in	23	
鵑		g	in	1		k	in	23	
肩		g	in	1		k	in	23	
堅		g	in	1		k	in	23	
見		g	in	1		k	in	23	看見
絹		g	in	1		k	in	23	
捐		g	in	1		k	in	23	
娟		g	in	1		k	in	23	
眷		g	in	1		k	in	23	
券		g	in	1		k	in	23	
建		g	in	1		k	in	23	
毽		g	in	1		k	in	23	
卷		g	in	2		k	in	35	卷曲
捲		g	in	2		k	in	35	
卷		g	in	6		k	in	31	試卷
倦		g	in	6		k	in	31	
鍵		g	in	6		k	in	31	
件		g	in	6		k	in	31	
圈		g	in	6		k	in	31	豬圈
健		g	in	6		k	in	31	
涇		g	ing	1		k	ɪŋ	23	
經		g	ing	1		k	ɪŋ	23	
逕		g	ing	1		k	ɪŋ	23	
徑		g	ing	1		k	ɪŋ	23	
京		g	ing	1		k	ɪŋ	23	
荊		g	ing	1		k	ɪŋ	23	
驚		g	ing	1		k	ɪŋ	23	
敬		g	ing	1		k	ɪŋ	23	尊敬
兢		g	ing	1		k	ɪŋ	23	
莖		g	ing	1		k	ɪŋ	23	
迥		g	ing	2		k	ɪŋ	35	
炯		g	ing	2		k	ɪŋ	35	
憬		g	ing	2		k	ɪŋ	35	
竟		g	ing	2		k	ɪŋ	35	
景		g	ing	2		k	ɪŋ	35	
警		g	ing	2		k	ɪŋ	35	
境		g	ing	2		k	ɪŋ	35	
競		g	ing	6		k	ɪŋ	31	
勁		g	ing	6		k	ɪŋ	31	
杰		g	it	8		k	it	31	
傑		g	it	8		k	it	31	
橛		g	it	8		k	it	31	兩橛
潔		g	it	7A		k	it	35	
結		g	it	7B		k	it	23	
潔		g	it	7B		k	it	23	
拮		g	it	7B		k	it	23	
過		g	o	1		k	ɔ	23	
渦		g	o	1		k	ɔ	23	渦河
戈		g	o	1		k	ɔ	23	
哥		g	o	1		k	ɔ	23	
歌		g	o	1		k	ɔ	23	
個		g	o	1		k	ɔ	23	
果		g	o	2		k	ɔ	35	
裹		g	o	2		k	ɔ	35	
粿		g	o	2		k	ɔ	35	
雞		g	oi	1		k	ɔi	23	
計		g	oi	1		k	ɔi	23	
髻		g	oi	1		k	ɔi	23	
繼		g	oi	1		k	ɔi	23	
鷄		g	oi	1		k	ɔi	23	
蓋		g	oi	1		k	ɔi	23	杯蓋
賅		g	oi	1		k	ɔi	23	
該		g	oi	1		k	ɔi	23	
改		g	oi	2		k	ɔi	35	
雞		g	oi	5		k	ɔi	21	
鷄		g	oi	5		k	ɔi	21	
蓋		g	oi	5		k	ɔi	21	
角		g	ok	9		k	ɔk	21	
角		g	ok	7A		k	ɔk	35	角仔
覺		g	ok	7A		k	ɔk	35	
閣		g	ok	7A		k	ɔk	35	
各		g	ok	7A		k	ɔk	35	
覺		g	ok	7B		k	ɔk	23	
國		g	ok	7B		k	ɔk	23	
郭		g	ok	7B		k	ɔk	23	
角		g	ok	7B		k	ɔk	23	直角
閤		g	ok	7B		k	ɔk	23	閤樓
各		g	ok	7B		k	ɔk	23	
擱		g	ok	7B		k	ɔk	23	
咯		g	ok	7B		k	ɔk	23	咯咯笑
肝		g	on	1		k	ɔn	23	
竿		g	on	1		k	ɔn	23	
干		g	on	1		k	ɔn	23	
乾		g	on	1		k	ɔn	23	乾燥
杆		g	on	1		k	ɔn	23	
幹		g	on	1		k	ɔn	23	
桿		g	on	1		k	ɔn	23	
稈		g	on	2		k	ɔn	35	
趕		g	on	2		k	ɔn	35	
肛		g	ong	1		k	ɔŋ	23	
江		g	ong	1		k	ɔŋ	23	
扛		g	ong	1		k	ɔŋ	23	
降		g	ong	1		k	ɔŋ	23	降落
缸		g	ong	1		k	ɔŋ	23	
光		g	ong	1		k	ɔŋ	23	
胱		g	ong	1		k	ɔŋ	23	
岡		g	ong	1		k	ɔŋ	23	
剛		g	ong	1		k	ɔŋ	23	
崗		g	ong	1		k	ɔŋ	23	
綱		g	ong	1		k	ɔŋ	23	
鋼		g	ong	1		k	ɔŋ	23	
槓		g	ong	1		k	ɔŋ	23	
獷		g	ong	2		k	ɔŋ	35	
講		g	ong	2		k	ɔŋ	35	
廣		g	ong	2		k	ɔŋ	35	
葛		g	ot	9		k	ɔt	21	
割		g	ot	7B		k	ɔt	23	
葛		g	ot	7B		k	ɔt	23	
搆		g	ou	1		k	ou	23	
垢		g	ou	1		k	ou	23	
夠		g	ou	1		k	ou	23	
勾		g	ou	1		k	ou	23	勾當
枸		g	ou	2		k	ou	35	
苟		g	ou	2		k	ou	35	
狗		g	ou	2		k	ou	35	
沽		g	u	1		k	u	23	
孤		g	u	1		k	u	23	
姑		g	u	1		k	u	23	
辜		g	u	1		k	u	23	
固		g	u	1		k	u	23	
故		g	u	1		k	u	23	
錮		g	u	1		k	u	23	
鯝		g	u	1		k	u	23	
顧		g	u	1		k	u	23	
估		g	u	1		k	u	23	估衣
雇		g	u	1		k	u	23	
咕		g	u	1		k	u	23	
菇		g	u	1		k	u	23	
僱		g	u	1		k	u	23	
家		g	u	1		k	u	23	曹大家
估		g	u	2		k	u	35	估計
古		g	u	2		k	u	35	
股		g	u	2		k	u	35	
詁		g	u	2		k	u	35	
