siᶽmp	trad	detail	调类
鲡	鱺	鰻～	liᶽ2
满	滿		mø3
漫	漫		mø6
幔	幔		mø6
端	端		tø1
短	短		tø3
断	斷	決～	tø5
锻	鍛		tø5
贪	貪		tʰø1
湍	湍		tʰø1
貒	貒		tʰø1
探	探		tʰø5
彖	彖		tʰø5
覃	覃		dø2
抟	摶		dø2
漙	漙		dø2
鏄	鏄		dø2
潭	潭		dø2
谭	譚		dø2
坛	罈	酒～	dø2
坛	罎	酒～	dø2
坛	壜	酒～	dø2
坛	墰	酒～	dø2
坛	墵	酒～	dø2
埮	埮	酒～	dø2
团	團		dø2
段	段		dø6
缎	緞		dø6
断	斷	砍～	dø6
囡	囡	～～（對小女孩的暱稱，常用於小女孩的小名）	nø1
男	男		nø2
南	南		nø2
喃	喃		nø2
楠	楠		nø2
蝻	蝻		nø3
腩	腩		nø3
暖	暖		nø3
岚	嵐		lø2
婪	婪		lø2
龻	龻		lø2
鸾	鸞		lø2
銮	鑾		lø2
挛	攣		lø2
孪	孿		lø2
峦	巒		lø2
娈	孌		lø2
栾	欒		lø2
滦	灤		lø2
癵	癵		lø2
脔	臠		lø2
曫	曫		lø2
羉	羉		lø2
滦	灓		lø2
圝	圝		lø2
圞	圞		lø2
卵	卵		lø3
乱	亂		lø6
詹	詹		tsø1
瞻	瞻		tsø1
占	占	～卜	tsø1
沾	沾	～～自喜	tsø1
沾	霑	～恩，雨露均～	tsø1
毡	毡		tsø1
毡	氊		tsø1
毡	氈		tsø1
钻	鑽	～研	tsø1
颛	顓		tsø1
专	專		tsø1
砖	磚		tsø1
撰	撰		dzø6
馔	饌		dzø6
展	展		tsø3
辗	輾		tsø3
纂	纂		tsø3
转	轉	～眼	tsø3
占	佔	～領	tsø5
占	占		tsø5
战	戰		tsø5
颤	顫		tsø5
钻	鑽	電～	tsø5
转	轉	～圓圈	tsø5
啭	囀		tsø5
参	參		tsʰø1
参	參	～差	tsʰəŋ1
餐	湌	與餐同	tsʰø1
餐	飡	俗湌字	tsʰø1
喰	喰	《龍龕》音餐	tsʰø1
餐	餐	～廳，～巾紙	tsʰø1
餐	餐	喫一～	tsʰæ1
汆	汆	燙一下食物	tsʰø1
窜	竄		tsʰø1
篡	篡		tsʰø5
篡	簒		tsʰø5
巛	巛	川本字	tsʰø1
川	川		tsʰø1
穿	穿		tsʰø1
撺	攛		tsʰø1
蹿	躥		tsʰø1
惨	慘		tsʰø3
喘	喘		tsʰø3
舛	舛		tsʰø3
串	串		tsʰø5
缠	纏		dzø2
缠	緾	纏省作緾	dzø2
缠	纒	纏省作纒	dzø2
廛	廛		dzø2
㢆	㢆	同廛	dzø2
㙻	㙻	俗廛字	dzø2
鄽	鄽		dzø2
䣑	䣑		dzø2
厘	厘	《篇海》直連切，音纏。市鄽也。	dzø2
传	傳	水滸～	dzø2
椽	椽		dzø2
篆	篆		dzø6
蒃	蒃		dzø6
传	傳		dzø6
膻	膻		sø1
膻	羶		sø1
扇	扇	～風	sø1
扇	搧	～風	sø1
煽	煽		sø1
酸	酸	味道～	sø1
酸	痠	～痛	sø1
涮	涮		sø1
陕	陝		sø3
闪	閃		sø3
扇	扇	電風～	sø5
算	算		sø5
祘	祘	同算	sø5
算	筭		sø5
算	笇	義同算	sø5
蒜	蒜		sø5
蚕	蠶		zø2
蟾	蟾		zø2
蝉	蟬		zø2
禅	禪	～宗	zø2
单	單	～于	zø2
婵	嬋		zø2
然	然		zø2
燃	燃		zø2
船	船		zø2
染	染		zø6
冉	冉		zø6
冉	冄		zø6
苒	苒		zø6
善	善		zø6
蟮	蟮	蛐～：蚯蚓	zø6
缮	繕		zø6
鳝	鱔		zø6
单	單	姓	zø6
膳	膳		zø6
禅	禪	～讓	zø6
甘	甘		kø1
柑	柑		kø1
泔	泔		kø1
苷	苷		kø1
干	干	～涉	kø1
干	乾	～燥	kø1
漧	漧	～燥	kø1
肝	肝		kø1
感	感		kø3
敢	敢		kø3
橄	橄	～欖	kæ3
杆	杆	欄～	kø1
杆	杆	一～秤	kø3
杆	桿	一～秤	kø3
竿	竿		kø3
秆	秆		kø3
秆	稈		kø3
擀	擀		kø3
赶	趕		kø3
干	幹	骨～，～部	kø5
干	榦	樹～	kø5
赣	贛		kø5
赣	灨		kø5
赣	贑		kø5
淦	淦		kø5
绀	紺		kø5
旰	旰		kø5
看	看	～守	kʰø1
堪	堪		kʰø1
龛	龕		kʰø1
嵁	嵁		kʰø1
勘	勘		kʰø1
磡	磡		kʰø1
戡	戡		kʰø1
墈	墈		kʰø1
刊	刊		kʰø1
刊	栞		kʰø1
砍	砍		kʰø3
侃	侃		kʰø3
偘	偘	同侃	kʰø3
莰	莰		kʰø3
坎	坎		kʰø3
崁	崁		kʰø3
歁	歁		kʰø3
衎	衎		kʰø5
瞰	瞰		kʰø5
矙	矙		kʰø5
阚	鬫	闞本字	kʰø5
阚	闞		kʰø5
看	看	小～	kʰø5
岸	岸		ŋø6
憨	憨		hø1
酣	酣		hø1
鼾	鼾		hø1
罕	罕		hø3
汉	漢		hø5
厂	厂	山石之厓巖，人可居	hø3
邗	邗		ɦʰø2
含	含		ɦʰø2
邯	邯		ɦʰø2
涵	涵		ɦʰø2
函	函		ɦʰø2
寒	寒		ɦʰø2
韩	韓		ɦʰø2
撼	撼		ɦʰø6
憾	憾		ɦʰø6
捍	捍		ɦʰø6
扞	扞		ɦʰø6
旱	旱		ɦʰø6
汗	汗		ɦʰø6
焊	焊		ɦʰø6
翰	翰		ɦʰø6
瀚	瀚		ɦʰø6
庵	庵		ø1
鹌	鵪		ø1
安	安		ø1
鞍	鞍		ø1
揞	揞		ø3
暗	暗		ø5
暗	闇		ø5
按	按		ø5
案	案		ø5
蠲	蠲		tɕiø1
捐	捐		tɕiø1
娟	娟		tɕiø1
鹃	鵑		tɕiø1
卷	卷	～起來	tɕiø3
卷	捲	～起來	tɕiø3
眷	眷		tɕiø5
绢	絹		tɕiø5
卷	卷	試～	tɕiø5
圈	圈	圓～	tɕʰiø1
犬	犬		tɕʰiø3
劝	勸		tɕʰiø5
券	券		tɕʰiø5
蜷	蜷		dʑiø2
拳	拳		dʑiø2
权	權		dʑiø2
颧	顴		dʑiø2
圈	圈	豬～	dʑiø6
倦	倦		dʑiø6
软	軟		ȵiø3
楦	楦	鞋～	ɕiø5
园	园	《莊子·齊物論》五者园而幾向方矣	ɦuø2
圆	圓		ɦiø2
员	員		ɦiø2
缘	緣		ɦiø2
鸢	鳶		ɦiø2
元	元		ɦiø2
鼋	黿	～頭渚（無錫地名）	ɦiø2
原	原		ɦiø2
源	源		ɦiø2
袁	袁		ɦiø2
辕	轅		ɦiø2
园	園	公～	ɦiø2
援	援		ɦiø2
猿	猿		ɦiø2
玄	玄		ɦiø2
玹	玹		ɦiø2
悬	懸		ɦiø2
眩	眩		ɦiø2
渊	淵		ɦiø2
渊	渕	俗淵字	ɦiø2
炫	炫		ɦiø6
泫	泫		ɦiø6
玹	玹		ɦiø6
铉	鉉		ɦiø6
媛	媛		ɦiø6
院	院		ɦiø6
朊	朊		ɦiø6
阮	阮		ɦiø6
愿	愿	《書·臯陶謨》～而恭	ɦiø6
愿	願	～意	ɦiø6
县	縣		ɦiø6
冤	冤		iø1
鸳	鴛		iø1
远	遠		iø3
怨	怨		ɦiø6
官	官		kuø1
棺	棺		kuø1
观	觀	參～，山～（江陰地名）	kuø1
冠	冠	～軍，衣～	kuø1
管	管		kuø3
馆	館		kuø3
馆	舘		kuø3
贯	貫		kuø5
盥	盥		kuø5
灌	灌		kuø5
罐	罐		kuø5
观	觀	寺～	kuø5
宽	寬		kʰuø1
髋	髖		kʰuø1
款	款		kʰuø3
欢	歡		huø1
欢	懽		huø1
獾	獾		huø1
獾	貛		huø1
獾	䝔		huø1
焕	煥		huø5
唤	喚		huø5
痪	瘓		huø5
完	完		ɦuø2
玩	玩		ɦuø2
玩	翫		ɦuø2
纨	紈		ɦuø2
丸	丸		ɦuø2
桓	桓		ɦuø2
换	換		ɦuø6
皖	皖		uø3
豌	豌		uø1
缓	緩		uø3
碗	碗		uø3
惋	惋		uø3
腕	腕		uø5
宛	宛		uø3
菀	菀		uø3
婉	婉		uø3
浣	浣		ɦuø6
浣	澣		ɦuø6
巴	巴		po1
芭	芭		po1
疤	疤		po1
笆	笆		po1
把	把	量詞	po3
霸	霸		po5
坝	垻		po5
坝	壩		po5
怕	怕		pʰo5
趴	趴		bo2
趴	趴	（新）	pʰɑ1
扒	扒		bo2
爬	爬		bo2
琶	琶		bo2
耙	耙		bo2
嬷	嬤		mo2
蟆	蟆		mo2
蟆	蟇		mo2
痲	痲	痲風病，與“痳”不同	mo2
麻	蔴		mo2
麻	麻		mo2
蘑	蘑	～菇	mo2
马	馬		mo3
玛	瑪		mo3
码	碼		mo3
吗	嗎		mo6
㐷	傌		mo6
骂	駡		mo6
骂	罵		mo6
那	那		nɑ1
拿	拿	俗拏字	no2
拿	拏		no2
拿	挐	同拏	no2
拿	㧱	俗拏字	no2
挪	挪		no2
查	査	姓	tso1
查	查	姓	tso1
楂	楂		tso1
渣	渣		tso1
诈	詐		tso5
醡	醡		tso5
榨	榨	～油	tso5
炸	炸	爆～	tso5
柞	柞		tso5
钗	釵		tsʰo1
叉	扠		tsʰo1
叉	叉		tsʰo1
杈	杈		tsʰo1
砗	硨		tsʰo1
车	車		tsʰo1
车	車	老派，幾乎已消失	tsʰɑ1
岔	岔		tsʰo5
奼	奼		tsʰo5
姹	姹		tsʰo5
茶	茶		dzo2
搽	搽		dzo2
茬	茬		dzo2
查	査		dzo2
查	查		dzo2
乍	乍		dzo6
蜡	蜡	夏曰淸祀，殷曰嘉平，周曰蜡，秦曰臘	dzo6
鲨	鯊		so1
痧	痧		so1
莎	莎		so1
沙	沙		so1
砂	砂	硃～	so1
纱	紗		so1
裟	裟		so1
所	所	廁～	so3
所	所	～有	səɯ3
产	產	～母，～母娘：產婦	so3
产	産	～母，～母娘：產婦	so3
瓜	瓜		ko1
寡	寡		ko3
剐	剮		ko3
嫁	嫁		kɑ5
价	价	价，善也	kɑ5
价	價	～錢	kɑ5
挂	挂		ko5
挂	掛		ko5
卦	卦		ko5
夸	誇		kʰo1
夸	夸		kʰo1
垮	垮		kʰo3
可	可		kʰəɯ3
跨	跨		kʰo5
胯	胯		kʰo5
牙	牙		ŋo2
芽	芽		ŋo2
衙	衙		ŋo2
瓦	瓦	磚～	ŋo3
虾	蝦		ho1
哗	嘩		ho1
哗	譁		ho1
花	花	～瓣，～費，姓	ho1
花	蘤	～瓣	ho1
花	芲	～瓣	ho1
化	化		ho5
罅	罅	～～：縫隙	ho5
华	華		ɦo2
华	崋		ɦo2
铧	鏵		ɦo2
划	划	～船	ɦo2
踝	踝		ɦo2
华	華		ɦo6
华	崋		ɦo6
桦	樺		ɦo6
嬅	嬅		ɦo6
画	畵		ɦo6
画	畫		ɦo6
话	話		ɦo6
嗄	嗄		ɦo6
厦	廈		ɦʰo6
下	下		ɦʰo6
下	丅	古文下字	ɦʰo6
夏	夏		ɦʰo6
娲	媧		o1
鸦	鴉		o1
丫	丫	～頭：女孩子	o1
桠	椏	～杈：枝椏	o1
窊	窊		o1
漥	漥		o1
溛	溛		o1
搲	搲		o1
蛙	蛙		o1
蛙	鼃	同䵷	o1
蛙	䵷	古文蛙字	o1
洼	洼		o1
洼	窪		o1
哑	啞		o3
沤	漚		o5
靴	靴		ɕio1
谟	謨		məɯ2
馍	饃		məɯ2
摹	摹		məɯ2
魔	魔		məɯ2
磨	磨	～刀	məɯ2
摩	摩		məɯ2
模	模		məɯ2
谟	謨		məɯ2
亩	畮		məɯ3
亩	畝		məɯ3
母	母		məɯ3
拇	拇		məɯ3
姥	姥		məɯ3
磨	磨	石～	məɯ6
暮	暮		məɯ6
慕	慕		məɯ6
墓	墓		məɯ6
募	募		məɯ6
幕	幕		məɯ6
多	多		təɯ1
闍	闍		təɯ1
都	都		təɯ1
埵	埵		təɯ3
朵	朵	本作朶	təɯ3
朵	朶	同朵	təɯ3
朵	䒳	䒳字原从朶作	təɯ3
躲	躲	同躱	təɯ3
躲	躱		təɯ3
挅	挅		təɯ3
挆	挆	與挅同	təɯ3
跺	跺		təɯ3
跺	跥		təɯ3
堵	堵		təɯ3
赌	賭		təɯ3
肚	肚	豬～，魚～	təɯ3
桗	桗		təɯ5
剁	剁		təɯ5
剁	刴		təɯ5
妒	妒		təɯ5
妒	妬		təɯ5
蠹	蠹		təɯ5
螙	螙	古文蠹字	təɯ5
蠧	蠧	同蠹	təɯ5
拖	拖		tʰəɯ1
妥	妥		tʰəɯ3
椭	橢		tʰəɯ3
唾	唾		tʰəɯ3
土	土		tʰəɯ3
吐	吐		tʰəɯ3
兔	兔		tʰəɯ5
兔	兎	俗兔字	tʰəɯ5
堍	堍		tʰəɯ5
菟	菟	菟絲	tʰəɯ5
菟	莵	俗菟字	tʰəɯ5
菟	菟	楚人謂虎爲於菟	dəɯ2
菟	莵		dəɯ2
荼	荼		dəɯ2
酴	酴		dəɯ2
鼍	鼉		dəɯ2
驼	駞		dəɯ2
驼	駝		dəɯ2
鸵	鴕		dəɯ2
驮	馱		dəɯ2
驮	駄		dəɯ2
陀	陀		dəɯ2
佗	佗		dəɯ2
沱	沱	滂～	dəɯ2
徒	徒		dəɯ2
屠	屠		dəɯ2
途	途		dəɯ2
涂	涂		dəɯ2
涂	塗	～～畫畫	dəɯ2
图	圖		dəɯ2
舵	舵		dəɯ6
大	大	～姐，～小	dəɯ6
堕	墮		dəɯ6
惰	惰		dəɯ6
肚	肚	～臍眼，～皮	dəɯ6
杜	杜		dəɯ6
度	度		dəɯ6
渡	渡		dəɯ6
镀	鍍		dəɯ6
奴	奴		nəɯ2
捼	捼	動詞，揉身體的某個部位	nəɯ2
努	努		nəɯ3
挪	挪		nəɯ2
娜	娜		nəɯ6
糯	糯		nəɯ6
懦	懦		nəɯ6
怒	怒		nəɯ6
啰	囉		ləɯ1
噜	嚕	～囌	ləɯ1
罗	羅		ləɯ2
锣	鑼		ləɯ2
箩	籮		ləɯ2
萝	蘿	菠～	ləɯ2
骡	騾		ləɯ2
螺	螺		ləɯ2
脶	腡		ləɯ2
卢	盧		ləɯ2
炉	爐		ləɯ2
芦	蘆		ləɯ2
鸬	鸕		ləɯ2
裸	裸		ləɯ3
鲁	魯		ləɯ3
橹	櫓		ləɯ3
虏	虜		ləɯ3
掳	擄		ləɯ3
卤	鹵		ləɯ3
卤	滷		ləɯ3
篓	簍		lei3
路	路		ləɯ6
璐	璐		ləɯ6
潞	潞	～城（常州地名）	ləɯ6
露	露		ləɯ6
鹭	鷺		ləɯ6
租	租		tsəɯ1
左	左		tsəɯ3
佐	佐		tsəɯ3
祖	祖		tsəɯ3
组	組		tsəɯ3
阻	阻		tsəɯ3
俎	俎		tsəɯ3
俎	爼	俎字之譌	tsəɯ3
做	做		tsəɯ5
搓	搓		tsʰəɯ1
粗	粗		tsʰəɯ1
初	初		tsʰəɯ1
楚	楚		tsʰəɯ3
础	礎		tsʰəɯ3
锉	銼		tsʰəɯ5
醋	酢		tsʰəɯ5
醋	醋		tsʰəɯ5
措	措		tsʰəɯ5
错	錯	～過機會	tsʰəɯ5
错	錯	弗～	tsʰo5
助	助		dzəɯ6
蓑	蓑		səɯ1
梭	梭		səɯ1
唆	唆		səɯ1
苏	蘇	～州	səɯ1
苏	甦	～醒	səɯ1
苏	囌	嚕～	səɯ1
稣	穌		səɯ1
酥	酥		səɯ1
梳	梳		səɯ1
疏	疏		səɯ1
蔬	蔬		səɯ1
疏	疎	同疏	səɯ1
锁	鎖		səɯ3
唢	嗩		səɯ3
琐	瑣		səɯ3
数	數	～銅錢（動詞）	səɯ3
素	素		səɯ5
愫	愫		səɯ5
溯	溯		səɯ5
泝	泝		səɯ5
㴑	㴑		səɯ5
溯	遡		səɯ5
愬	愬		səɯ5
诉	訴		səɯ5
塑	塑		səɯ5
塑	塑	～料	soʔ7
数	數	～目（名詞）	səɯ5
锄	鋤		zəɯ2
雏	雛		zəɯ2
坐	坐		zəɯ6
座	座		zəɯ6
哥	哥		kəɯ1
歌	歌		kəɯ1
歌	謌		kəɯ1
锅	鍋		kəɯ1
戈	戈		kəɯ1
个	個	～別	kəɯ3
个	箇	～別	kəɯ3
个	个	～別	kəɯ3
果	果		kəɯ3
果	菓		kəɯ3
裹	裹		kəɯ3
过	過		kəɯ5
柯	柯		kʰəɯ1
苛	苛		kʰəɯ1
坷	坷		kʰəɯ3
岢	岢		kʰəɯ3
珂	珂		kʰəɯ1
轲	軻		kʰəɯ1
科	科		kʰəɯ1
疴	疴		kʰəɯ1
窠	窠	被頭～：被窩	kʰəɯ1
棵	棵		kʰəɯ1
蝌	蝌		kʰəɯ1
颗	顆		kʰəɯ1
课	課		kʰəɯ5
娥	娥		ŋəɯ2
蛾	蛾		ŋəɯ2
讹	訛		ŋəɯ2
讹	譌	訛本字	ŋəɯ2
囮	囮		ŋəɯ2
峨	峨		ŋəɯ2
峨	峩	同峨	ŋəɯ2
莪	莪		ŋəɯ2
哦	哦		ŋəɯ2
哦	誐		ŋəɯ2
吪	吪		ŋəɯ2
鹅	鵝		ŋəɯ2
鹅	鵞		ŋəɯ2
鹅	䳗		ŋəɯ2
鹅	䳘		ŋəɯ2
俄	俄		ŋəɯ2
我	我		ŋəɯ3
我	我	又	ŋəɯ6
鼯	鼯		ŋəɯ6
吾	吾		ŋəɯ6
饿	餓		ŋəɯ6
卧	臥		ŋəɯ6
喝	喝	（又音）～格一口：喝一口湯、茶、粥等流質食物	həɯ1
呵	呵		həɯ1
诃	訶		həɯ1
嗬	嗬		həɯ1
火	火		həɯ3
伙	伙		həɯ3
伙	夥		həɯ3
货	貨		həɯ5
荷	荷	薄～	həɯ5
河	河		ɦʰəɯ2
何	何		ɦʰəɯ2
菏	菏	～澤（山東地名）	ɦʰəɯ2
荷	荷	～花	ɦʰəɯ2
和	和	～氣，～服	ɦʰəɯ2
和	龢		ɦʰəɯ2
和	咊		ɦʰəɯ2
禾	禾		ɦʰəɯ2
贺	賀		ɦʰəɯ6
祸	禍		ɦʰəɯ6
和	和	～泥	ɦʰəɯ6
婀	婀		əɯ1
倭	倭		əɯ1
涡	渦		əɯ1
莴	萵		əɯ1
蜗	蝸		əɯ1
窝	窩		əɯ1
挝	撾	老～	əɯ1
屙	屙	～,～肚：腹瀉。～屎：大便	əɯ1
顾	頋	靜	ŋəɯ3
痾	痾		əɯ1
缪	繆		miəɯ2
谬	謬		miəɯ6
溜	溜	又	liəɯ1
溜	澑	又	liəɯ1
流	流	又	liəɯ2
刘	劉	又	liəɯ2
浏	瀏	又	liəɯ2
鎏	鎏	又	liəɯ2
镠	鏐	又	liəɯ2
旒	旒	又	liəɯ2
㐬	㐬	又	liəɯ2
旈	旈	又	liəɯ2
留	留	又	liəɯ2
留	畱	又	liəɯ2
榴	榴	又	liəɯ2
榴	橊	又	liəɯ2
硫	硫	又	liəɯ2
琉	琉	又	liəɯ2
柳	柳	又	liəɯ3
柳	桺	又	liəɯ3
馏	餾	又	liəɯ2
馏	𩞷	又	liəɯ2
绺	綹	又	liəɯ3
啾	啾		tsiəɯ1
酒	酒		tsiəɯ3
醉	醉	又	tsiəɯ5
萩	萩		tsʰiəɯ1
秋	秋		tsʰiəɯ1
秋	秌		tsʰiəɯ1
秋	龝		tsʰiəɯ1
秋	鞦	～韆	tsʰiəɯ1
鳅	鰍		tsʰiəɯ1
鳅	鰌		tsʰiəɯ1
鹫	鷲		ziəɯ6
就	就		ziəɯ6
修	修		siəɯ1
修	脩		siəɯ1
羞	羞		siəɯ1
馐	饈		siəɯ1
滫	滫		siəɯ3
秀	秀		siəɯ5
宿	宿	星～	siəɯ5
宿	㝛	星～	siəɯ5
绣	繡		siəɯ5
绣	綉		siəɯ5
锈	銹		siəɯ5
锈	鏽		siəɯ5
囚	囚		ziəɯ2
泅	泅		ziəɯ2
酋	酋		ziəɯ2
遒	遒		ziəɯ2
袖	褎		ziəɯ6
袖	褏		ziəɯ6
袖	袖		ziəɯ6
袖	袖	衣～管	zei6
袖	褎	衣～管	zei6
袖	褏	衣～管	zei6
揪	揪		tɕiəɯ1
鬏	鬏		tɕiəɯ1
鸠	鳩		tɕiəɯ1
阄	鬮		tɕiəɯ1
纠	糾		tɕiəɯ1
赳	赳		tɕiəɯ1
究	究		tɕiəɯ5
玖	玖		tɕiəɯ3
九	九		tɕiəɯ3
久	久		tɕiəɯ3
韭	韭		tɕiəɯ3
韭	韮		tɕiəɯ3
灸	灸		tɕiəɯ3
疚	疚		tɕiəɯ5
救	救		tɕiəɯ5
恘	恘	～死頭：不講理，脾氣不好的人	tɕʰiəɯ1
邱	邱		tɕʰiəɯ1
丘	丘		tɕʰiəɯ1
丘	坵		tɕʰiəɯ1
蚯	蚯		tɕʰiəɯ1
糗	糗		tɕʰiəɯ3
求	求		dʑiəɯ2
球	球		dʑiəɯ2
虬	虯		dʑiəɯ2
虬	虬	同虯	dʑiəɯ2
犰	犰		dʑiəɯ2
仇	仇		dʑiəɯ2
仇	讐		dʑiəɯ2
仇	讎		dʑiəɯ2
臼	臼		dʑiəɯ6
舅	舅		dʑiəɯ6
旧	舊		dʑiəɯ6
咎	咎		dʑiəɯ6
倃	倃		dʑiəɯ6
柩	柩		dʑiəɯ6
牛	牛		ȵiəɯ2
妞	妞		ȵiəɯ1
纽	紐		ȵiəɯ3
扭	扭		ȵiəɯ3
钮	鈕		ȵiəɯ3
忸	忸		ȵiəɯ3
飍	飍		ɕiəɯ1
休	休		ɕiəɯ1
貅	貅	貔～	ɕiəɯ1
朽	朽		ɕiəɯ3
嗅	嗅		ɕiəɯ5
溴	溴		ɕiəɯ5
尤	尤		ɦiəɯ2
鱿	魷		ɦiəɯ2
邮	郵		ɦiəɯ2
由	由		ɦiəɯ2
油	油		ɦiəɯ2
游	游	～泳	ɦiəɯ2
游	遊	旅～	ɦiəɯ2
犹	猶		ɦiəɯ2
又	又		ɦiəɯ6
右	右		ɦiəɯ6
佑	佑		ɦiəɯ6
佑	祐		ɦiəɯ6
酉	酉		ɦiəɯ6
柚	柚		ɦiəɯ6
釉	釉		ɦiəɯ6
优	優		iəɯ1
忧	憂		iəɯ1
攸	攸		iəɯ1
悠	悠		iəɯ1
幽	幽		iəɯ1
有	有		iəɯ3
友	友		iəɯ3
莠	莠		ɦiəɯ6
诱	誘		ɦiəɯ6
鼬	鼬		ɦiəɯ6
囿	囿		ɦiəɯ6
侑	侑		ɦiəɯ6
宥	宥		ɦiəɯ6
幼	幼		iəɯ5
儿	兒	（文）～子，女～，餃～	ɦɚ2
儿	兒	（白）貓～	ȵiᶽ2
儿	兒	（白）兒綴	ŋ2
而	而		ɦɚ2
鸸	鴯		ɦɚ2
鲕	鮞		ɦɚ2
尔	尔	同爾	ɚ3
尔	爾		ɚ3
尔	𡭗	同爾	ɚ3
尔	尓	同爾	ɚ3
尔	尒	同爾	ɚ3
洱	洱		ɚ3
迩	迩	同邇，俗省	ɚ3
迩	邇		ɚ3
咡	咡		ɚ3
珥	珥		ɚ3
佴	佴		ɚ3
铒	鉺		ɚ3
耳	耳	～朵，木～	ɚ3
饵	餌		ɚ3
尾	尾	～巴	ɚ3
尾	尾		viᶽ6
梶	梶		viᶽ6
二	二	（文）僅“二十”一詞，“二十幾”講“廿幾”	ɦɚ6
般	般		pæ1
瓣	瓣	豆～	pæ5
班	班		pæ1
斑	斑		pæ1
颁	頒		pæ1
扳	扳		pæ1
瘢	瘢		pæ1
掰	掰		pæ1
摆	擺		pæ3
䙓	襬		pæ3
板	板		pæ3
板	闆	老～	pæ3
版	版		pæ3
阪	阪		pæ3
坂	坂		pæ3
捭	捭		pæ3
拜	拜		pæ5
湃	湃		pʰæ5
浿	浿		pʰæ5
扮	扮		pæ5
绊	絆		pæ5
攀	攀		pʰæ1
派	派		pʰæ5
盼	盼		pʰæ5
襻	襻	扣住紐扣的套	pʰæ5
排	排		bæ2
牌	牌		bæ2
篺	篺		bæ2
爿	爿		bæ2
罢	罷		bæ6
稗	稗		bæ6
粺	粺		bæ6
败	敗		bæ6
办	辦		bæ6
瓣	瓣	屁股～	bæ6
埋	埋		mæ2
霾	霾		mæ2
蛮	蠻	副詞，很：～好	mæ1
蛮	蠻		mæ2
买	買		mæ3
漫	漫		mæ6
卖	賣		mæ6
迈	邁		mæ6
慢	慢		mæ6
蔓	蔓		mæ6
曼	曼		mæ6
泛	泛		fæ5
泛	汎		fæ5
泛	氾		fæ5
氾	氾	姓	væ2
藩	藩		væ2
拚	拚	同翻	fæ1
翻	翻		fæ1
翻	飜		fæ1
幡	幡		fæ1
繙	繙	《莊子》於是繙十二經，以說老耼	fæ1
繙	繙	繙㠾，亂取也	væ2
番	番	～邦，～茄	fæ1
蕃	蕃	～茄	fæ1
蕃	蕃	～茂	væ2
番	番	番禺（廣東地名）	pʰø1
反	反		fæ3
返	返		fæ3
贩	販		fæ5
籓	籓		væ2
樊	樊		væ2
凡	凡		væ2
帆	帆		væ2
烦	煩		væ2
繁	繁		væ2
矾	礬		væ2
范	范	姓	væ6
范	範	規～	væ6
梵	梵		væ6
犯	犯		væ6
饭	飯		væ6
万	万	同萬	væ6
万	萬		væ6
卍	卍	內典萬字	væ6
卐	卐	同卍，亦被用作德國納粹黨黨徽	væ6
呆	呆	書～子	tæ1
郸	鄲		tæ1
聃	聃		tæ1
丼	丼	投物井中聲	tæ1
耽	耽		tæ1
眈	眈		tæ1
躭	躭		tæ1
担	擔	承～	tæ1
丹	丹		tæ1
单	單		tæ1
旦	旦		tæ5
胆	膽		tæ3
掸	撣	雞毛～子	tæ3
亶	亶		tæ3
担	担		tæ3
疸	疸	黃～	tæ3
歹	歹		tæ3
带	帶		tæ5
戴	戴		tæ5
担	擔	～子	tæ5
台	台	～州（浙江地名）	tʰæ1
胎	胎		tʰæ1
坍	坍		tʰæ1
滩	灘		tʰæ1
摊	攤		tʰæ1
瘫	癱		tʰæ1
毯	毯		tʰæ3
坦	坦		tʰæ3
态	態		tʰæ5
太	太		tʰæ5
汰	汰		tʰæ5
泰	泰		tʰæ5
炭	炭		tʰæ5
叹	嘆		tʰæ5
叹	歎		tʰæ5
台	台	兄～，～山（廣東地名）	dæ2
台	臺	～灣	dæ2
台	颱	～風	dæ2
台	檯	～子：桌子	dæ2
苔	苔	～蘚	dæ2
薹	薹	菜～，蕓～	dæ2
抬	抬		dæ2
抬	擡		dæ2
谈	談		dæ2
痰	痰		dæ2
檀	檀		dæ2
坛	壇	金～，花～	dæ2
弹	彈	～琴	dæ2
贷	貸		dæ6
待	待		dæ6
怠	怠		dæ6
殆	殆		dæ6
岱	岱		dæ6
代	代		dæ6
袋	袋		dæ6
逮	逮		dæ6
埭	埭	徐家～（江陰地名），黃～（蘇州地名）	dæ6
埭	埭	趟	dɑ6
大	大	～蒜	dæ6
惮	憚		dæ6
啖	啖		dæ6
啖	噉		dæ6
啖	啗		dæ6
淡	淡		dæ6
澹	澹		dæ6
蛋	蛋		dæ6
疍	疍		dæ6
蜑	蜑		dæ6
氮	氮		dæ6
但	但		dæ6
弹	彈	子～	dæ6
难	難	困～	næ2
迺	迺	姓～，～子街村（吉林地名）	næ3
迺	廼	姓～，～子街村（吉林地名）	næ3
乃	乃		næ3
奶	奶		næ3
奶	嬭		næ3
耐	耐		næ6
佴	佴	姓	næ6
奈	奈		næ6
难	難	遭～	næ6
来	來		læ2
徕	徠		læ2
莱	萊		læ2
崃	崍		læ2
铼	錸		læ2
涞	淶		læ2
蓝	藍		læ2
篮	籃		læ2
阑	闌	～干	læ2
兰	蘭		læ2
拦	攔		læ2
栏	欄	～杆	læ2
澜	瀾		læ2
谰	讕		læ2
镧	鑭		læ2
斓	斕		læ2
览	覽		læ3
